task_id	annotation_type	turns_n	user_type	interaction_style	proactive	ext_knowledge	doc_filename	category	subcategory
TASK_00213	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0241.txt	Comune	Milano
TASK_00214	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0242.txt	Comune	Milano
TASK_00215	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0243.txt	Comune	Milano
TASK_00216	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0244.txt	Comune	Milano
TASK_00217	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0245.txt	Comune	Milano
TASK_00218	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0246.txt	Comune	Milano
TASK_00219	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0247.txt	Comune	Milano
TASK_00220	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0248.txt	Comune	Milano
TASK_00221	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0249.txt	Comune	Milano
TASK_00222	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0250.txt	Comune	Milano
TASK_00223	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0251.txt	Comune	Milano
TASK_00224	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0252.txt	Comune	Milano
TASK_00225	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0253.txt	Comune	Milano
TASK_00226	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0254.txt	Comune	Milano
TASK_00227	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0255.txt	Comune	Milano
TASK_00228	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0256.txt	Comune	Milano
TASK_00229	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0258.txt	Comune	Milano
TASK_00230	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0259.txt	Comune	Milano
TASK_00231	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0260.txt	Comune	Milano
TASK_00232	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0261.txt	Comune	Milano
TASK_00233	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0262.txt	Comune	Milano
TASK_00234	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0263.txt	Comune	Milano
TASK_00235	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0264.txt	Comune	Milano
TASK_00236	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0265.txt	Comune	Milano
TASK_00237	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0266.txt	Comune	Milano
TASK_00238	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0267.txt	Comune	Milano
TASK_00239	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0268.txt	Comune	Milano
TASK_00240	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0269.txt	Comune	Milano
TASK_00241	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0270.txt	Comune	Milano
TASK_00242	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0271.txt	Comune	Milano
TASK_00243	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0272.txt	Comune	Milano
TASK_00244	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0275.txt	Comune	Milano
TASK_00245	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0276.txt	Comune	Milano
TASK_00246	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0277.txt	Comune	Milano
TASK_00247	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0278.txt	Comune	Milano
TASK_00248	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0279.txt	Comune	Milano
TASK_00249	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0280.txt	Comune	Milano
TASK_00250	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0281.txt	Comune	Milano
TASK_00251	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0282.txt	Comune	Milano
TASK_00252	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0283.txt	Comune	Milano
TASK_00253	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0284.txt	Comune	Milano
TASK_00254	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0285.txt	Comune	Milano
TASK_00255	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0286.txt	Comune	Milano
TASK_00256	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0287.txt	Comune	Milano
TASK_00257	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0288.txt	Comune	Milano
TASK_00258	edit_with_ground_SBERT	12	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0289.txt	Comune	Milano
TASK_00259	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0290.txt	Comune	Milano
TASK_00260	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0291.txt	Comune	Milano
TASK_00261	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0292.txt	Comune	Milano
TASK_00262	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0293.txt	Comune	Milano
TASK_00263	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0294.txt	Comune	Milano
TASK_00264	edit_with_ground_SBERT	12	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0295.txt	Comune	Milano
TASK_00265	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0296.txt	Comune	Milano
TASK_00266	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0297.txt	Comune	Milano
TASK_00267	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0298.txt	Comune	Milano
TASK_00268	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0299.txt	Comune	Milano
TASK_00269	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0300.txt	Comune	Milano
TASK_00270	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0301.txt	Comune	Milano
TASK_00271	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0302.txt	Comune	Milano
TASK_00272	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0303.txt	Comune	Milano
TASK_00273	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0304.txt	Comune	Milano
TASK_00274	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0305.txt	Comune	Milano
TASK_00275	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0306.txt	Comune	Milano
TASK_00276	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0308.txt	Comune	Milano
TASK_00277	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0309.txt	Comune	Milano
TASK_00278	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0310.txt	Comune	Milano
TASK_00279	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0311.txt	Comune	Milano
TASK_00280	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0312.txt	Comune	Milano
TASK_00281	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0313.txt	Comune	Milano
TASK_00282	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0314.txt	Comune	Milano
TASK_00283	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0315.txt	Comune	Milano
TASK_00284	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0316.txt	Comune	Milano
TASK_00285	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0317.txt	Comune	Milano
TASK_00286	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0318.txt	Comune	Milano
TASK_00287	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0319.txt	Comune	Milano
TASK_00288	edit_with_ground_SBERT	11	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0320.txt	Comune	Milano
TASK_00289	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0321.txt	Comune	Milano
TASK_00290	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0322.txt	Comune	Milano
TASK_00291	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0323.txt	Comune	Milano
TASK_00292	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0324.txt	Comune	Milano
TASK_00293	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0325.txt	Comune	Milano
TASK_00294	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0326.txt	Comune	Milano
TASK_00295	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0327.txt	Comune	Milano
TASK_00296	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0328.txt	Comune	Milano
TASK_00297	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0329.txt	Comune	Milano
TASK_00298	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0330.txt	Comune	Milano
TASK_00299	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0331.txt	Comune	Milano
TASK_00300	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0332.txt	Comune	Milano
TASK_00301	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0333.txt	Comune	Milano
TASK_00302	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0334.txt	Comune	Milano
TASK_00303	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0335.txt	Comune	Milano
TASK_00304	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0336.txt	Comune	Milano
TASK_00305	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0337.txt	Comune	Milano
TASK_00306	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0338.txt	Comune	Milano
TASK_00307	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0339.txt	Comune	Milano
TASK_00308	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0340.txt	Comune	Milano
TASK_00309	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0341.txt	Comune	Milano
TASK_00310	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0342.txt	Comune	Milano
TASK_00311	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0343.txt	Comune	Milano
TASK_00312	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0344.txt	Comune	Milano
TASK_00313	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0345.txt	Comune	Milano
TASK_00314	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0346.txt	Comune	Milano
TASK_00315	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0347.txt	Comune	Milano
TASK_00316	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0348.txt	Comune	Milano
TASK_00317	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0349.txt	Comune	Milano
TASK_00318	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0350.txt	Comune	Milano
TASK_00319	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0351.txt	Comune	Milano
TASK_00320	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0352.txt	Comune	Milano
TASK_00321	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0353.txt	Comune	Milano
TASK_00322	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0354.txt	Comune	Milano
TASK_00323	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0355.txt	Comune	Milano
TASK_00324	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0356.txt	Comune	Milano
TASK_00325	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0357.txt	Comune	Milano
TASK_00326	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0358.txt	Comune	Milano
TASK_00327	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0359.txt	Comune	Milano
TASK_00328	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0366.txt	Comune	Milano
TASK_00329	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0363.txt	Comune	Milano
TASK_00330	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0367.txt	Comune	Milano
TASK_00331	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0364.txt	Comune	Milano
TASK_00332	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0368.txt	Comune	Milano
TASK_00333	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0360.txt	Comune	Milano
TASK_00334	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0365.txt	Comune	Milano
TASK_00335	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0362.txt	Comune	Milano
TASK_00336	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0361.txt	Comune	Milano
TASK_00337	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0369.txt	Comune	Milano
TASK_00338	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0370.txt	Comune	Milano
TASK_00339	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0372.txt	Comune	Milano
TASK_00340	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0373.txt	Comune	Milano
TASK_00341	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0371.txt	Comune	Milano
TASK_00342	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0375.txt	Comune	Milano
TASK_00343	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0376.txt	Comune	Milano
TASK_00344	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0374.txt	Comune	Milano
TASK_00345	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0377.txt	Comune	Milano
TASK_00346	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0378.txt	Comune	Milano
TASK_00347	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0379.txt	Comune	Milano
TASK_00348	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0380.txt	Comune	Milano
TASK_00349	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0381.txt	Comune	Milano
TASK_00350	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0382.txt	Comune	Milano
TASK_00351	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0383.txt	Comune	Milano
TASK_00352	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0384.txt	Comune	Milano
TASK_00353	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0385.txt	Comune	Milano
TASK_00354	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0386.txt	Comune	Milano
TASK_00355	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0387.txt	Comune	Milano
TASK_00356	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0388.txt	Comune	Milano
TASK_00357	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0389.txt	Comune	Milano
TASK_00358	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0390.txt	Comune	Milano
TASK_00359	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0391.txt	Comune	Milano
TASK_00360	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0392.txt	Comune	Milano
TASK_00361	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0393.txt	Comune	Milano
TASK_00362	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0394.txt	Comune	Milano
TASK_00363	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0395.txt	Comune	Milano
TASK_00364	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0396.txt	Comune	Milano
TASK_00365	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0397.txt	Comune	Milano
TASK_00366	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0398.txt	Comune	Milano
TASK_00367	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0399.txt	Comune	Milano
TASK_00368	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0400.txt	Comune	Milano
TASK_00369	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0401.txt	Comune	Milano
TASK_00370	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0402.txt	Comune	Milano
TASK_00371	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0403.txt	Comune	Milano
TASK_00372	edit_with_ground_SBERT	12	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0404.txt	Comune	Milano
TASK_00373	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0405.txt	Comune	Milano
TASK_00374	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0406.txt	Comune	Milano
TASK_00375	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0408.txt	Comune	Milano
TASK_00376	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0410.txt	Comune	Milano
TASK_00377	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0411.txt	Comune	Milano
TASK_00378	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0412.txt	Comune	Milano
TASK_00379	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0413.txt	Comune	Milano
TASK_00380	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0414.txt	Comune	Milano
TASK_00381	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0415.txt	Comune	Milano
TASK_00382	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0416.txt	Comune	Milano
TASK_00383	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0417.txt	Comune	Milano
TASK_00384	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0418.txt	Comune	Milano
TASK_00385	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0419.txt	Comune	Milano
TASK_00386	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0420.txt	Comune	Milano
TASK_00387	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0421.txt	Comune	Milano
TASK_00388	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0422.txt	Comune	Milano
TASK_00389	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0423.txt	Comune	Milano
TASK_00390	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0424.txt	Comune	Milano
TASK_00391	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0425.txt	Comune	Milano
TASK_00392	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0426.txt	Comune	Milano
TASK_00393	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0427.txt	Comune	Milano
TASK_00394	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0428.txt	Comune	Milano
TASK_00395	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0429.txt	Comune	Milano
TASK_00396	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0430.txt	Comune	Milano
TASK_00397	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.milano_aree-tematiche_links_D0433.txt	Comune	Milano
TASK_00398	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0001.txt	Comune	Trento
TASK_00399	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0002.txt	Comune	Trento
TASK_00400	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0003.txt	Comune	Trento
TASK_00401	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0004.txt	Comune	Trento
TASK_00402	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0005.txt	Comune	Trento
TASK_00403	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0006.txt	Comune	Trento
TASK_00404	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0007.txt	Comune	Trento
TASK_00405	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0008.txt	Comune	Trento
TASK_00406	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0010.txt	Comune	Trento
TASK_00407	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0011.txt	Comune	Trento
TASK_00408	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0012.txt	Comune	Trento
TASK_00409	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0013.txt	Comune	Trento
TASK_00410	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0015.txt	Comune	Trento
TASK_00411	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0016.txt	Comune	Trento
TASK_00412	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0017.txt	Comune	Trento
TASK_00413	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0018.txt	Comune	Trento
TASK_00414	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0019.txt	Comune	Trento
TASK_00415	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0020.txt	Comune	Trento
TASK_00416	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0022.txt	Comune	Trento
TASK_00417	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0023.txt	Comune	Trento
TASK_00418	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0024.txt	Comune	Trento
TASK_00419	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0026.txt	Comune	Trento
TASK_00420	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0027.txt	Comune	Trento
